Geo Point;Geo Shape;N_SQ_SPVP;N_SQ_CA;N_SQ_PC
48.8712973635,2.29466434856;"{""coordinates"": [[[2.29450681161977, 48.871273454132925], [2.294537448260664, 48.87131583016397], [2.294594466114667, 48.87139418616013], [2.294608101992329, 48.87138976529858], [2.294822016354487, 48.871321976742635], [2.294733510972726, 48.871200120178585], [2.29450681161977, 48.871273454132925]]], ""type"": ""Polygon""}";1254;16;750050926
48.8670291997,2.33318758329;"{""coordinates"": [[[2.333301080233491, 48.86702811805667], [2.333265301576611, 48.86697528461293], [2.333163918695456, 48.867005842516555], [2.333071907424314, 48.86703408278294], [2.333105980288638, 48.86708150621436], [2.333301080233491, 48.86702811805667]]], ""type"": ""Polygon""}";1984;1;750001215
48.865495071,2.33118532938;"{""coordinates"": [[[2.331246363220872, 48.86557613486906], [2.331264254983861, 48.8655686884302], [2.331308555345654, 48.86555168919644], [2.331256595931394, 48.86549133696071], [2.331166305085139, 48.865385597242664], [2.331071737458239, 48.8654338591461], [2.331183318362755, 48.86559819247734], [2.331215693419837, 48.86558674215188], [2.331246363220872, 48.86557613486906]]], ""type"": ""Polygon""}";2381;1;750000514
48.8710839187,2.35196939905;"{""coordinates"": [[[2.351904483675308, 48.87118914268997], [2.352062097817575, 48.871158770921404], [2.352143034598507, 48.87114323315329], [2.352146434658087, 48.87111857368361], [2.352005816650981, 48.8710014757601], [2.351971728949247, 48.87097316707147], [2.351811561753839, 48.87101077627238], [2.351829464245283, 48.87104477741714], [2.351830317141768, 48.871046463800475], [2.351843104934392, 48.87107210486527], [2.35186015445, 48.87110421007366], [2.351904483675308, 48.87118914268997]]], ""type"": ""Polygon""}";1280;10;750023115
48.8675793621,2.33711827684;"{""coordinates"": [[[2.337229387379854, 48.8676010248397], [2.337228535434318, 48.8675991980518], [2.337186790176215, 48.867522970540094], [2.337006175831744, 48.86756196400528], [2.337044513919387, 48.86763264084349], [2.337229387379854, 48.8676010248397]]], ""type"": ""Polygon""}";1865;2;750001565
48.8655503742,2.34733583915;"{""coordinates"": [[[2.347293933195525, 48.865592881921906], [2.347402122223587, 48.86557003857736], [2.347373996656106, 48.86550927030259], [2.347274326374685, 48.86552698345571], [2.347293933195525, 48.865592881921906]]], ""type"": ""Polygon""}";2382;2;750001705
48.8695326823,2.3511504093;"{""coordinates"": [[[2.35108863932604, 48.86953535798195], [2.351092047809282, 48.8695359898113], [2.351199402766085, 48.86955677097481], [2.351215585106227, 48.869536605537085], [2.351111634293764, 48.86950542577801], [2.35108863932604, 48.86953535798195]]], ""type"": ""Polygon""}";1446;2;750002440
48.8667877279,2.28808669913;"{""coordinates"": [[[2.28820878604181, 48.866850381761175], [2.288140710303263, 48.866769066037556], [2.288109227619721, 48.86672992077324], [2.288075189585226, 48.86668873586386], [2.288018945373878, 48.866705573468444], [2.288004458871929, 48.86670964228438], [2.287962701842961, 48.86672205940502], [2.287994187311521, 48.866759097550165], [2.288012906604507, 48.86678165756474], [2.288022267227026, 48.8667934650448], [2.288101402758716, 48.866889327939056], [2.28820878604181, 48.866850381761175]]], ""type"": ""Polygon""}";2021;16;750050948
48.8493549928,2.3322955792;"{""coordinates"": [[[2.332196120874372, 48.84928496954403], [2.332186742022204, 48.84939836143185], [2.332394540106807, 48.849424012448786], [2.332402210072144, 48.84936717619372], [2.332403062037947, 48.84935790226179], [2.332404767879614, 48.84933261011576], [2.3324047675729, 48.84933008111676], [2.332403916716498, 48.84932586557064], [2.332401361990914, 48.849321790710036], [2.332400510531377, 48.84932017520715], [2.332397105052257, 48.84931645084614], [2.332393698323319, 48.849313781426055], [2.332390291729866, 48.849312165155965], [2.332386033907124, 48.84931083013209], [2.332377517410687, 48.8493086520284], [2.332319606296802, 48.84930099189602], [2.332293206358029, 48.84929733796625], [2.332196120874372, 48.84928496954403]]], ""type"": ""Polygon""}";4666;6;750009623
48.8683296964,2.35460607629;"{""coordinates"": [[[2.354467187693075, 48.86832598253501], [2.354418629493342, 48.86833596593046], [2.354361551196426, 48.86834714623683], [2.35426443374512, 48.868366200085156], [2.35425421155514, 48.86836844994743], [2.354187762908763, 48.86838166878635], [2.354182651428988, 48.86838293445917], [2.354203967622444, 48.86843456914521], [2.354207379934667, 48.86844489580726], [2.354278940660769, 48.86843223874605], [2.354338573777277, 48.86842105877105], [2.354336868615518, 48.86841817887497], [2.354505545669283, 48.86838028389437], [2.354565178599288, 48.86836811992602], [2.354640145968419, 48.86835314363112], [2.354839492210334, 48.86831341700417], [2.355047354539322, 48.86827003604422], [2.355019220974791, 48.868216013889196], [2.354850544276527, 48.868248780652], [2.354731277470125, 48.868272335404995], [2.35471935139533, 48.86827479556036], [2.354615418160395, 48.868295819378154], [2.354591565482649, 48.86830067041248], [2.354467187693075, 48.86832598253501]]], ""type"": ""Polygon""}";1628;3;750004811
48.8667860164,2.34701187307;"{""coordinates"": [[[2.347147648496848, 48.866794973551336], [2.347141676460605, 48.86675471694323], [2.346968737736353, 48.86677271904907], [2.346889508464595, 48.86678045456947], [2.346867358186423, 48.86678249391943], [2.346874180786238, 48.866816216057174], [2.347009636964227, 48.866802363315756], [2.347147648496848, 48.866794973551336]]], ""type"": ""Polygon""}";2038;2;750003068
48.8519426342,2.33402022919;"{""coordinates"": [[[2.334048272675606, 48.85201137139137], [2.334059352861576, 48.8518771824958], [2.333992921463396, 48.851872052443404], [2.333980989424951, 48.85200975397638], [2.334040607258582, 48.852011019348254], [2.334048272675606, 48.85201137139137]]], ""type"": ""Polygon""}";4139;6;750009621
48.8678523786,2.33132756514;"{""coordinates"": [[[2.331210298270855, 48.86802230162154], [2.331579206046213, 48.86793801100482], [2.33150595240762, 48.86779644265269], [2.331442921265511, 48.86768360872391], [2.331262302564137, 48.867722873214625], [2.331263154302472, 48.86772470004474], [2.331074866451765, 48.8677659314366], [2.331139601200077, 48.86788628279883], [2.331143860333976, 48.86789527575794], [2.331210298270855, 48.86802230162154]]], ""type"": ""Polygon""}";1739;1;750001023
48.8552297733,2.33641052909;"{""coordinates"": [[[2.336038597940084, 48.85526824557553], [2.336059038549074, 48.85529852601788], [2.336363111473479, 48.8552687381369], [2.336365665869619, 48.85525651389797], [2.336443175283295, 48.85526122107199], [2.33647298544858, 48.85526318778381], [2.33647213420199, 48.85527063510854], [2.336476391940559, 48.855270845783956], [2.336564121467525, 48.855276325436556], [2.336645036424948, 48.85528138412201], [2.336726804111512, 48.85528637193369], [2.336738728733742, 48.8552000272263], [2.33662118905624, 48.8551919487874], [2.336579454317852, 48.85518906790884], [2.336550494647024, 48.8551871005427], [2.336490873472076, 48.855183025946346], [2.33648576299418, 48.85518267474043], [2.33646872851574, 48.85513405744496], [2.336416772273123, 48.855150427156545], [2.336305193647383, 48.85517747604921], [2.336292417878353, 48.85516356503055], [2.336265162206721, 48.855175157610915], [2.336181690934702, 48.855209230659476], [2.336038597940084, 48.85526824557553]]], ""type"": ""Polygon""}";3466;6;750011662
48.8482456071,2.32722351011;"{""coordinates"": [[[2.327574479090916, 48.848228195621346], [2.327450145080332, 48.848212448661094], [2.327330920882252, 48.848197474970746], [2.327287490145083, 48.84819100810473], [2.32726705164736, 48.848187985550624], [2.32725513014479, 48.848186227719005], [2.327191259636944, 48.84817947770267], [2.32709758287883, 48.84816773764528], [2.326928116033384, 48.84814608470869], [2.326899161527111, 48.848142780348454], [2.326882104404503, 48.84826642917592], [2.32690935511869, 48.848269241897086], [2.327201454371076, 48.84830495622386], [2.327416057922655, 48.848332723648504], [2.327443308707345, 48.848335958047855], [2.327510585372411, 48.848344253287266], [2.327540392164665, 48.848346995691536], [2.327574479090916, 48.848228195621346]]], ""type"": ""Polygon""}";4765;6;750011261
48.8678013421,2.3588865835;"{""coordinates"": [[[2.35868500811979, 48.86774127285928], [2.358688420722971, 48.867749983280426], [2.35871059598321, 48.86780836233809], [2.358720830552792, 48.867833651796076], [2.358736183044693, 48.86787186792719], [2.358745566112444, 48.867897228363994], [2.358756653101879, 48.8679260316137], [2.35908718350463, 48.86786034779901], [2.359066713255692, 48.86780639551172], [2.35902065173099, 48.86768050544127], [2.359019798346377, 48.867677625676144], [2.358968685440108, 48.86768740117745], [2.358878386818407, 48.867704701998434], [2.358868163594368, 48.867706952248845], [2.35868500811979, 48.86774127285928]]], ""type"": ""Polygon""}";1760;3;750004943
48.8534784374,2.3447514847;"{""coordinates"": [[[2.344602577691538, 48.853471795588625], [2.344693723800548, 48.853559678768704], [2.344699686005647, 48.85356143458444], [2.344888759083868, 48.8535103451353], [2.344806973473179, 48.8533812203968], [2.344747357809427, 48.853407711793416], [2.344602577691538, 48.853471795588625]]], ""type"": ""Polygon""}";3756;5;750007841
48.8481222458,2.32054727578;"{""coordinates"": [[[2.320819492726665, 48.84802337720874], [2.320759887268328, 48.847998006906074], [2.320742006169514, 48.84799013580708], [2.320690916360626, 48.84796905160577], [2.320674730227052, 48.847985348759735], [2.320666211544568, 48.84799342701737], [2.320601496513681, 48.847967915201515], [2.320585309704172, 48.84798603894226], [2.320520597415843, 48.84795666254276], [2.32030335936769, 48.848181942570264], [2.320311015732597, 48.84820864132858], [2.320520478171767, 48.84831686495748], [2.320707042668365, 48.84813443584459], [2.320819492726665, 48.84802337720874]]], ""type"": ""Polygon""}";4770;6;750011772
48.8697376104,2.32106849107;"{""coordinates"": [[[2.320935897966335, 48.86995220923834], [2.321339777496288, 48.869841751033], [2.321380676018077, 48.86983044524406], [2.321406239054472, 48.869823423307395], [2.321354293779697, 48.8697372127203], [2.321316826360079, 48.869673836687866], [2.321289577816016, 48.869628377749756], [2.321279360003863, 48.86960975825823], [2.321275953707755, 48.8696040676822], [2.321239336864101, 48.869543853136136], [2.321228267627409, 48.86952382853229], [2.321195037951838, 48.86953260653969], [2.321085122015976, 48.86955942929944], [2.320988840803359, 48.86958337316564], [2.320876369335255, 48.869610969061235], [2.320736631442523, 48.869646568960945], [2.320723851729226, 48.86965015046774], [2.320924820971926, 48.86995536964063], [2.320935897966335, 48.86995220923834]]], ""type"": ""Polygon""}";1413;8;750015701
48.8662786881,2.35039167238;"{""coordinates"": [[[2.350353361854971, 48.86630803632761], [2.350424068683767, 48.866294608883244], [2.350655781430587, 48.86625305930051], [2.350834677396343, 48.866218610912426], [2.35080740516655, 48.86617948184098], [2.350450465513407, 48.86624605899145], [2.349946146715584, 48.86633864592723], [2.349964899508182, 48.86637812823039], [2.350353361854971, 48.86630803632761]]], ""type"": ""Polygon""}";2153;2;750001819
48.8478846939,2.26878427155;"{""coordinates"": [[[2.268831467035787, 48.848145752582106], [2.268885973162581, 48.84814459092984], [2.268902153854369, 48.84814431926859], [2.268899654118941, 48.848103850496784], [2.268895473524674, 48.84804701107848], [2.268893821867874, 48.84800942365915], [2.268892980308767, 48.84800267866469], [2.2688888410231, 48.84791569902502], [2.268879694404875, 48.847754175358304], [2.268871353856825, 48.84762553204442], [2.268824518661488, 48.84762360717468], [2.268707854062753, 48.847618971085744], [2.268660165833637, 48.847617045434276], [2.268678746040268, 48.847730097882994], [2.268680396037349, 48.84776944266791], [2.268681235097709, 48.84777801426381], [2.268683640574621, 48.84788733348311], [2.268685293228121, 48.8479238677583], [2.268687747458876, 48.84799679529839], [2.268691010371435, 48.848101337806206], [2.268692651079731, 48.84814707521667], [2.268776110881664, 48.84814621200547], [2.268831467035787, 48.848145752582106]]], ""type"": ""Polygon""}";4781;16;750051683
48.8687094651,2.40275491437;"{""coordinates"": [[[2.403354243254067, 48.868685796155], [2.403250259453459, 48.86865353926928], [2.40324770323756, 48.86865283763263], [2.403022690946194, 48.868583134832406], [2.402924674007098, 48.86855269979779], [2.402697957355492, 48.86848250493033], [2.4025965316816, 48.868451089421434], [2.40240220412171, 48.86839071092307], [2.402319715930184, 48.86850682074841], [2.402290802471588, 48.86854667257848], [2.402264439137486, 48.86858371231828], [2.402237226015869, 48.86862138543713], [2.402209163352226, 48.86866109580042], [2.402156438024697, 48.86873503494088], [2.402224623413559, 48.868755932539884], [2.402251897790556, 48.86876448744506], [2.402337128334915, 48.8687905738387], [2.40234394767288, 48.86879267816315], [2.402418950901758, 48.868815467722605], [2.402447929402687, 48.8688240220971], [2.402458156511747, 48.86882710751692], [2.402541685111493, 48.86885326530666], [2.402661009201256, 48.86888958881865], [2.402674645213962, 48.868893796517], [2.40270106738158, 48.8689021420163], [2.402770958468402, 48.86892352895574], [2.402826358421453, 48.868940148118135], [2.402960173296347, 48.8689813110075], [2.402998526874277, 48.86899309116495], [2.403109329976727, 48.86902703074793], [2.403354243254067, 48.868685796155]]], ""type"": ""Polygon""}";1526;20;750071773
48.8661880433,2.3749396552;"{""coordinates"": [[[2.375189717248464, 48.86636420904802], [2.375207583793879, 48.86633153392379], [2.375302863568711, 48.86615544022857], [2.374987594694181, 48.86608191890287], [2.374686812601743, 48.86601309953865], [2.374575365951202, 48.866218072481914], [2.374838659035892, 48.86628142525576], [2.374926424053988, 48.866302613468385], [2.375142853815348, 48.866353405226974], [2.375189717248464, 48.86636420904802]]], ""type"": ""Polygon""}";2158;11;750026899
48.8477587704,2.39376334227;"{""coordinates"": [[[2.394428746161557, 48.84780023011276], [2.393636247387278, 48.84736293587846], [2.393568980015199, 48.847370416621985], [2.393093507695606, 48.8478812025912], [2.393121657055589, 48.84792249894425], [2.39425956491256, 48.848052393534935], [2.394292703987003, 48.84798830334663], [2.394312252346641, 48.847954500251134], [2.394330954510987, 48.847925615933654], [2.394367513999472, 48.847873819221405], [2.394416837713081, 48.84781288221206], [2.394428746161557, 48.84780023011276]]], ""type"": ""Polygon""}";4782;12;750030934
48.8687988126,2.34604525517;"{""coordinates"": [[[2.346365961650213, 48.868879183897135], [2.346350619809896, 48.86884461935117], [2.346324198103238, 48.868784693108076], [2.346269645245572, 48.86864692625831], [2.346014912460726, 48.868677368687685], [2.346014060273837, 48.86867575241059], [2.345808739018779, 48.8687011321759], [2.345808739653492, 48.86870281844552], [2.34573121197968, 48.86871104455033], [2.345813043403597, 48.86895075094342], [2.346049034636874, 48.868916586697054], [2.346055001071243, 48.86893183166092], [2.346365961650213, 48.868879183897135]]], ""type"": ""Polygon""}";1533;2;750003132
