Identifiant livraison;Adresse du programme;Code postal;Ville;Année du financement - agrément;Bailleur social;Nombre total de logements financés;Dont nombre de logements PLA I;Dont nombre de logements PLUS;Dont nombre de logements PLUS CD;Dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissement;Nature de programme;COORD_X_L93;COORD_Y_L93;geo_shape;geo_point_2d
11047;74, AVENUE DENFERT ROCHEREAU ILOT CHAUFFERIE (SAINT VINCENT DE PAUL);75014;Paris;2019;PARIS HAB;60;0;60;0;0;construction neuve;;14;logement familial;651180.36;6859885.358;"{""coordinates"": [2.334884429701675, 48.83716963832605], ""type"": ""Point""}";48.83716963832605,2.334884429701675
14998;54 RUE D'ENGHIEN 22 RUE DU FAUBOURG POISSONNIERE;75010;Paris;2019;ELOGIE SIEMP;7;7;0;0;0;acquisition réhabilitation;;10;logement familial;652187.256;6863803.346;"{""coordinates"": [2.348161054027229, 48.87247926593757], ""type"": ""Point""}";48.87247926593757,2.348161054027229
3033;5-7, PASSAGE LATHUILLE;75018;Paris;2016;SIEMP;6;3;3;0;0;construction neuve;;18;logement familial;650674.854;6865182.898;"{""coordinates"": [2.327383009213742, 48.88477111649467], ""type"": ""Point""}";48.88477111649467,2.327383009213742
3062;MAISON RATTACHEE PARCELLE A CIUP;75014;Paris;2017;CIUP;300;0;0;0;300;construction neuve;;14;résidence pour étudiants;651040.732;6857636.118;"{""coordinates"": [2.333240984847073, 48.81693134658577], ""type"": ""Point""}";48.81693134658577,2.333240984847073
3081;9 CITE D'HAUTEVILLE;75010;Paris;2017;ELOGIE SIEMP;17;8;6;0;3;acquisition réhabilitation;;10;logement familial;652509.275;6864231.03;"{""coordinates"": [2.352503183296081, 48.87634915168113], ""type"": ""Point""}";48.87634915168113,2.352503183296081
3098;1-9, QUAI DE METZ;75019;Paris;2017;IMM 3F;10;0;0;0;10;construction neuve;;19;logement familial;655032.992;6865813.457;"{""coordinates"": [2.386743000241303, 48.890760632136534], ""type"": ""Point""}";48.890760632136534,2.386743000241303
16013;MILLE ARBRES PORTE MAILLOT 16 BOULEVARD PERSHING;75017;Paris;2019;PARIS HAB;14;0;14;0;0;construction neuve;;17;logement familial;647456.137;6864768.997;"{""coordinates"": [2.283544869790672, 48.88079445188474], ""type"": ""Point""}";48.88079445188474,2.283544869790672
16017;18 RUE NAVARIN;75009;Paris;2019;RIVP;10;0;10;0;0;acquisition réhabilitation;;9;logement familial;651493.664;6864620.829;"{""coordinates"": [2.338612293017436, 48.87977881005245], ""type"": ""Point""}";48.87977881005245,2.338612293017436
2511;5, PLACE LEON BLUM;75011;Paris;2014;FRANC.HAB.;16;5;8;0;3;construction neuve;;11;logement familial;654458.5231;6862160.4097;"{""coordinates"": [2.379300365002765, 48.85786917689487], ""type"": ""Point""}";48.85786917689487,2.379300365002765
2522;86, RUE OLIVIER DE SERRES;75015;Paris;2014;HAUTS DE SEINE HAB;12;0;0;0;12;acquisition conventionnement;;15;logement familial;648150.1551;6859395.0186;"{""coordinates"": [2.293663010777828, 48.832523336440325], ""type"": ""Point""}";48.832523336440325,2.293663010777828
2526;8-10, RUE RICHEMONT;75013;Paris;2014;HSF;1;0;1;0;0;construction neuve;;13;foyer pour jeunes travailleurs ou résidence pour jeunes;653689.248;6858809.8216;"{""coordinates"": [2.369180919514649, 48.82768238435779], ""type"": ""Point""}";48.82768238435779,2.369180919514649
2788;266, RUE LECOURBE;75015;Paris;2015;PARIS HAB;11;7;4;0;0;construction neuve;;15;logement familial;647891.10291;6860099.147;"{""coordinates"": [2.290047958697459, 48.83883468131572], ""type"": ""Point""}";48.83883468131572,2.290047958697459
2809;3-11, RUE DU PONT LOUIS PHILIPPE;75004;Paris;2015;RIVP;12;6;5;0;1;acquisition conventionnement;;4;logement familial;652693.74244;6861840.6244;"{""coordinates"": [2.355284227930468, 48.85486620293917], ""type"": ""Point""}";48.85486620293917,2.355284227930468
2817;48-48 QUATER, RUE DU FAUBOURG SAINT DENIS;75010;Paris;2015;RIVP;55;17;22;0;16;acquisition conventionnement;;10;logement familial;652600.74337;6863713.3044;"{""coordinates"": [2.353807987975936, 48.871700104992996], ""type"": ""Point""}";48.871700104992996,2.353807987975936
2838;16, RUE CLAIRAUT;75017;Paris;2015;RIVP;28;14;8;0;6;acquisition réhabilitation;;17;logement familial;650180.86834;6865654.7759;"{""coordinates"": [2.320591793577785, 48.88897650954113], ""type"": ""Point""}";48.88897650954113,2.320591793577785
2676;161-161 BIS, RUE DE LA CONVENTION;75015;Paris;2015;ADOMA;2;2;0;0;0;construction neuve;Résidence social issue du plan de traitement des foyers de travailleurs migrants;15;Résidence sociale issue du plan de traitement des foyers de travailleurs migrants;648139.36804;6860081.6906;"{""coordinates"": [2.293432366864309, 48.83869772248683], ""type"": ""Point""}";48.83869772248683,2.293432366864309
2717;12, RUE GOUTHIERE;75013;Paris;2015;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;652354.60032;6858015.7511;"{""coordinates"": [2.3510907909519743, 48.82044390380768], ""type"": ""Point""}";48.82044390380768,2.3510907909519743
2728;13, RUE JULES SIMON;75015;Paris;2015;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;648119.81286;6860260.258;"{""coordinates"": [2.2931441775482, 48.84030200280602], ""type"": ""Point""}";48.84030200280602,2.2931441775482
2755;177, RUE DE BAGNOLET;75020;Paris;2015;HSF;8;0;0;0;8;construction neuve;;20;logement familial;656563.902;6862848.07;"{""coordinates"": [2.407923884532511, 48.86419864419951], ""type"": ""Point""}";48.86419864419951,2.407923884532511
2770;41-47, RUE DE LA GRANGE AUX BELLES;75010;Paris;2015;PARIS HAB;1;0;1;0;0;construction neuve;;10;logement familial;653625.46718;6864152.6281;"{""coordinates"": [2.367729442958924, 48.875725445806694], ""type"": ""Point""}";48.875725445806694,2.367729442958924
2772;8, BD DE DENAIN;75010;Paris;2015;PARIS HAB;2;2;0;0;0;acquisition réhabilitation;;10;logement familial;652667.49736;6864557.6632;"{""coordinates"": [2.354623921325256, 48.879298126157984], ""type"": ""Point""}";48.879298126157984,2.354623921325256
2783;155, RUE DU CHÂTEAU;75014;Paris;2015;PARIS HAB;14;7;7;0;0;acquisition réhabilitation;;14;logement familial;650276.76178;6859546.0371;"{""coordinates"": [2.322614122482398, 48.834049026574334], ""type"": ""Point""}";48.834049026574334,2.322614122482398
3003;10, AVENUE DE LA PORTE DE MENILMONTANT;75020;Paris;2016;RIVP;1;1;0;0;0;construction neuve;;20;logement familial;656754.41674;6863541.9978;"{""coordinates"": [2.410450067005251, 48.87045186617637], ""type"": ""Point""}";48.87045186617637,2.410450067005251
3011;53 RUE DU CAIRE  6 RUE DAMIETTE;75002;Paris;2016;SIEMP;2;1;1;0;0;acquisition réhabilitation;;2;logement familial;652208.077;6863308.045;"{""coordinates"": [2.348500609303094, 48.86802667240397], ""type"": ""Point""}";48.86802667240397,2.348500609303094
3179;70, RUE DU CHEMIN VERT;75011;Paris;2017;RIVP;8;0;8;0;0;construction neuve;;11;résidence pour étudiants;654364.292;6862402.506;"{""coordinates"": [2.37799012026624, 48.86003965908716], ""type"": ""Point""}";48.86003965908716,2.37799012026624
3183;12, AVENUE LA PORTE DE VANVES;75014;Paris;2017;RIVP;100;0;100;0;0;construction neuve;;14;résidence pour étudiants;648915.844;6858792.28;"{""coordinates"": [2.304165602789044, 48.827164005407646], ""type"": ""Point""}";48.827164005407646,2.304165602789044
3214;29, RUE SAINT PAUL;75004;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;4;logement familial;653180.277;6861721.028;"{""coordinates"": [2.361927870330694, 48.85382622173464], ""type"": ""Point""}";48.85382622173464,2.361927870330694
3217;10 RUE DE SEINE;75006;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651315.555;6862073.471;"{""coordinates"": [2.336475736229763, 48.85685749793304], ""type"": ""Point""}";48.85685749793304,2.336475736229763
3220;20 RUE MAZARINE;75006;Paris;2017;AXIMO;1;0;1;0;0;acquisition conventionnement;;6;logement familial;651369.058;6862032.348;"{""coordinates"": [2.33720960302094, 48.856491724216205], ""type"": ""Point""}";48.856491724216205,2.33720960302094
3251;174 ET 180-188, RUE LECOURBE;75015;Paris;2017;PARIS HAB;760;304;304;0;152;acquisition conventionnement;;15;logement familial;648500.98;6860384.35;"{""coordinates"": [2.298322194971929, 48.84144853310202], ""type"": ""Point""}";48.84144853310202,2.298322194971929
2852;36-38, RUE DE LA COUR DES NOUES;75020;Paris;2015;RIVP;5;0;0;0;5;construction neuve;;20;logement familial;655958.09988;6862852.6427;"{""coordinates"": [2.39966605688667, 48.86419863082358], ""type"": ""Point""}";48.86419863082358,2.39966605688667
2899;127 BD DE CHARONNE;75011;Paris;2016;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;11;logement familial;655448.23;6862074.073;"{""coordinates"": [2.3927979137583533, 48.85716196073438], ""type"": ""Point""}";48.85716196073438,2.3927979137583533
2909;7-9, RUE ESCLANGON;75018;Paris;2016;ELOGIE;4;3;1;0;0;construction neuve;;18;logement familial;651796.948;6866503.987;"{""coordinates"": [2.342533612634671, 48.89673614425697], ""type"": ""Point""}";48.89673614425697,2.342533612634671
2914;1 AVENUE PIERRE MASSE 19 BD JOURDAN CIUP ANCIENNE MAISON;75014;Paris;2016;FOND.AM;257;0;0;0;257;construction neuve;;14;résidence pour étudiants;651138.698;6857638.617;"{""coordinates"": [2.334574799252681, 48.81696125275263], ""type"": ""Point""}";48.81696125275263,2.334574799252681
2943;44-50 RUE PETION;75011;Paris;2016;PARIS HAB;1;1;0;0;0;acquisition conventionnement;;11;logement familial;654535.423;6862433.301;"{""coordinates"": [2.380319227867738, 48.860328695917694], ""type"": ""Point""}";48.860328695917694,2.380319227867738
2945;2, RUE DES MEUNIERS 37, BD PONIATOWSKI;75012;Paris;2016;PARIS HAB;139;42;69;0;28;acquisition conventionnement;;12;logement familial;655926.619;6859375.266;"{""coordinates"": [2.399597364207585, 48.832924380976934], ""type"": ""Point""}";48.832924380976934,2.399597364207585
2969;122-124, RUE CHAMPIONNET;75018;Paris;2016;RES.L.F.;22;0;0;0;22;construction neuve;;18;logement familial;651484.252;6866374.398;"{""coordinates"": [2.338283600815057, 48.8955473164078], ""type"": ""Point""}";48.8955473164078,2.338283600815057
3351;1-3 VILLA DES TULIPES 99-101 RUE DU RUISSEAU;75018;Paris;2018;HAB.CONF.;28;28;0;0;0;construction neuve;;18;maison relais;651783.188;6866598.755;"{""coordinates"": [2.342335176037664, 48.89758732132647], ""type"": ""Point""}";48.89758732132647,2.342335176037664
3334;73 BD ORNANO;75018;Paris;2018;ELOGIE SIEMP;2;0;2;0;0;acquisition réhabilitation;;18;logement familial;651966.815;6866540.71;"{""coordinates"": [2.344846254340127, 48.897079075100955], ""type"": ""Point""}";48.897079075100955,2.344846254340127
3324;68 RUE DU MOULIN VERT;75014;Paris;2018;ELOGIE SIEMP;1;1;0;0;0;acquisition réhabilitation;;14;logement familial;650125.9386;6859214.574;"{""coordinates"": [2.320598391904332, 48.831056502087755], ""type"": ""Point""}";48.831056502087755,2.320598391904332
3395;6, RUE DEMARQUAY;75010;Paris;2018;RIVP;12;7;5;0;0;acquisition réhabilitation;;10;logement familial;653050.981;6864730.834;"{""coordinates"": [2.359833326993888, 48.88088347532316], ""type"": ""Point""}";48.88088347532316,2.359833326993888
3400;27-29, AVENUE STEPHEN PICHON;75013;Paris;2018;RIVP;9;0;0;0;9;acquisition réhabilitation;;13;logement familial;652947.678;6859358.913;"{""coordinates"": [2.35901939616151, 48.83256672698062], ""type"": ""Point""}";48.83256672698062,2.35901939616151
3408;63 AVENUE DE SAINT OUEN;75017;Paris;2018;RIVP;7;5;2;0;0;construction neuve;;17;logement familial;650643.225;6865967.568;"{""coordinates"": [2.326860510923543, 48.89182493523678], ""type"": ""Point""}";48.89182493523678,2.326860510923543
3413;81, RUE DES MARTYRS;75018;Paris;2018;RIVP;25;13;12;0;0;acquisition réhabilitation;;18;logement familial;651569.82;6865005.9;"{""coordinates"": [2.339606726922451, 48.88324736680288], ""type"": ""Point""}";48.88324736680288,2.339606726922451
628;120-126, AVENUE DE CHOISY 18-20, RUE DU DOCTEUR MAGNAN;75013;Paris;2006;RIVP;32;0;0;0;32;acquisition réhabilitation;;13;résidence pour étudiants;653001.432;6858687.4146;"{""coordinates"": [2.359825800938424, 48.82653177558347], ""type"": ""Point""}";48.82653177558347,2.359825800938424
629;120-126, AVENUE DE CHOISY 18-20, RUE DU DOCTEUR MAGNAN;75013;Paris;2006;RIVP;57;0;28;0;29;construction neuve;;13;logement familial;653001.432;6858687.4146;"{""coordinates"": [2.359825800938424, 48.82653177558347], ""type"": ""Point""}";48.82653177558347,2.359825800938424
642;11-15 RUE PAULY 10 RUE DES SUISSES;75014;Paris;2006;SABLIERE;200;0;200;0;0;acquisition conventionnement;;14;logement familial;649563.3345;6859159.6569;"{""coordinates"": [2.312941299235778, 48.83051884891602], ""type"": ""Point""}";48.83051884891602,2.312941299235778
650;36, RUE DE L'AQUEDUC;75010;Paris;2006;SAGECO;6;0;0;0;6;acquisition réhabilitation;;10;logement familial;653335.5993;6864875.2921;"{""coordinates"": [2.363698158483021, 48.88220323364996], ""type"": ""Point""}";48.88220323364996,2.363698158483021
47;178 RUE DE CRIMEE;75019;Paris;2001;IMM 3F;36;36;0;0;0;acquisition réhabilitation;;19;logement familial;654329.6955;6865781.4154;"{""coordinates"": [2.37715533191341, 48.890422989197624], ""type"": ""Point""}";48.890422989197624,2.37715533191341
932;VIGNOLES EST  77, RUE DES HAIES 9-17, PASSAGE SAVART;75020;Paris;2007;PARIS HAB;7;0;7;0;0;acquisition réhabilitation;;20;logement familial;656223.4511;6861811.0696;"{""coordinates"": [2.403390183721264, 48.85484992640397], ""type"": ""Point""}";48.85484992640397,2.403390183721264
937;17 RUE DE SEVIGNE;75004;Paris;2007;IMM 3F;13;3;10;0;0;construction neuve;;4;logement familial;653225.9836;6862020.0802;"{""coordinates"": [2.362517843167684, 48.85651889640688], ""type"": ""Point""}";48.85651889640688,2.362517843167684
954;23, RUE D'ARGENTEUIL;75001;Paris;2007;FREHA;2;2;0;0;0;acquisition réhabilitation;;1;logement familial;651090.9982;6863098.3084;"{""coordinates"": [2.333297448866377, 48.86605669740159], ""type"": ""Point""}";48.86605669740159,2.333297448866377
956;80, RUE DU FAUBOURG SAINT ANTOINE;75012;Paris;2007;PARIS HAB;28;9;19;0;0;acquisition conventionnement;;12;logement familial;654105.8546;6861461.1809;"{""coordinates"": [2.3745694132621242, 48.85155602528082], ""type"": ""Point""}";48.85155602528082,2.3745694132621242
809;31-33, RUE DE LA GLACIERE;75013;Paris;2007;SIEMP;11;0;11;0;0;construction neuve;;13;logement familial;651905.4705;6859483.4315;"{""coordinates"": [2.344808265297057, 48.83360960564295], ""type"": ""Point""}";48.83360960564295,2.344808265297057
488;7 VILLA DE L'ASTROLABE;75015;Paris;2005;FREHA;6;6;0;0;0;acquisition réhabilitation;;15;logement familial;650044.5219;6860652.0354;"{""coordinates"": [2.319320565665927, 48.84397732904337], ""type"": ""Point""}";48.84397732904337,2.319320565665927
490;9 CITE DU RENDEZ VOUS  10 CITE DEBERGUE;75012;Paris;2005;FREHA;5;5;0;0;0;acquisition réhabilitation;;12;logement familial;656270.4521;6860764.4188;"{""coordinates"": [2.40413835209941, 48.845440582341425], ""type"": ""Point""}";48.845440582341425,2.40413835209941
494;13, RUE BIOT;75017;Paris;2005;PARIS HAB;18;18;0;0;0;acquisition réhabilitation;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;650570.7434;6865141.705;"{""coordinates"": [2.325968180043399, 48.88439269851671], ""type"": ""Point""}";48.88439269851671,2.325968180043399
503;122, RUE DE CHARONNE;75011;Paris;2005;ELOGIE;6;0;6;0;0;acquisition réhabilitation;;11;logement familial;654995.2369;6861831.6982;"{""coordinates"": [2.386649915461969, 48.854950812228765], ""type"": ""Point""}";48.854950812228765,2.386649915461969
515;25, RUE CUSTINE 65 RUE LABAT;75018;Paris;2005;PARIS HAB;25;6;13;0;6;acquisition réhabilitation;;18;logement familial;652067.2316;6865613.6744;"{""coordinates"": [2.346320507079475, 48.888750094898136], ""type"": ""Point""}";48.888750094898136,2.346320507079475
520;143, RUE DE CLIGNANCOURT;75018;Paris;2005;PARIS HAB;25;10;15;0;0;acquisition réhabilitation;;18;logement familial;652295.8643;6866321.4424;"{""coordinates"": [2.349358796125585, 48.89513176071621], ""type"": ""Point""}";48.89513176071621,2.349358796125585
524;23 RUE BECCARIA  12 PLACE D'ALIGRE;75012;Paris;2005;ESPACILHAB;23;0;0;0;23;acquisition réhabilitation;;12;résidence pour étudiants;654397.6665;6861092.0614;"{""coordinates"": [2.37858555273118, 48.84825725935342], ""type"": ""Point""}";48.84825725935342,2.37858555273118
531;29 RUE POLONCEAU;75018;Paris;2005;SIEMP;6;0;6;0;0;acquisition réhabilitation;;18;logement familial;652508.4405;6865282.8235;"{""coordinates"": [2.352374193712969, 48.88580756143604], ""type"": ""Point""}";48.88580756143604,2.352374193712969
537;48, RUE DE LA GOUTTE D'OR  (COUR);75018;Paris;2005;PARIS HAB;25;0;25;0;0;acquisition réhabilitation;;18;résidence pour étudiants;652380.76;6865215.9911;"{""coordinates"": [2.350640632348695, 48.88519712978043], ""type"": ""Point""}";48.88519712978043,2.350640632348695
547;22-24-26, PASSAGE DU MONT CENIS;75018;Paris;2005;SIEMP;8;0;8;0;0;construction neuve;;18;logement familial;652020.7316;6866558.6077;"{""coordinates"": [2.345579598721777, 48.8972440420468], ""type"": ""Point""}";48.8972440420468,2.345579598721777
552;14 RUE MARCADET;75018;Paris;2005;SIEMP;10;0;10;0;0;acquisition réhabilitation;;18;logement familial;652611.2827;6865793.3603;"{""coordinates"": [2.353719573792508, 48.89040621790673], ""type"": ""Point""}";48.89040621790673,2.353719573792508
195;49 BIS RUE DU MOULIN DE LA POINTE;75013;Paris;2003;FONCIERE;9;0;0;0;9;construction neuve;opération abandonnée;13;logement familial;652759.4812;6858233.6822;"{""coordinates"": [2.356580659096307, 48.82243359683217], ""type"": ""Point""}";48.82243359683217,2.356580659096307
206;29 BIS RUE DES FRANCS-BOURGEOIS;75004;Paris;2003;PARIS HAB;13;0;13;0;0;acquisition réhabilitation;;4;logement familial;653130.1019;6862120.3382;"{""coordinates"": [2.361200076365793, 48.85741353928105], ""type"": ""Point""}";48.85741353928105,2.361200076365793
249;1, PLACE DE BUDAPEST- 3 BIS ET 6, RUE DE BUDAPEST;75009;Paris;2003;SIEMP;25;0;25;0;0;acquisition réhabilitation;;9;logement familial;650651.3855;6864323.0502;"{""coordinates"": [2.327162906933547, 48.877036978051045], ""type"": ""Point""}";48.877036978051045,2.327162906933547
297;105-109, RUE DE REUILLY;75012;Paris;2003;PARIS HAB;17;0;0;0;17;acquisition conventionnement;;12;logement familial;655398.2178;6860465.1983;"{""coordinates"": [2.392285074383717, 48.842689895517886], ""type"": ""Point""}";48.842689895517886,2.392285074383717
302;21, RUE DE PROVENCE  18 RUE CHAUCHAT;75009;Paris;2004;ELOGIE;11;0;11;0;0;acquisition réhabilitation;;9;logement familial;651583.5785;6863982.8342;"{""coordinates"": [2.339910945887282, 48.87404826179364], ""type"": ""Point""}";48.87404826179364,2.339910945887282
304;7, RUE DESARGUES;75011;Paris;2004;SIEMP;9;0;0;0;9;acquisition réhabilitation;;11;logement familial;654254.5946;6863478.2166;"{""coordinates"": [2.376379226318371, 48.869705595140196], ""type"": ""Point""}";48.869705595140196,2.376379226318371
112;5 RUE DU RHIN;75019;Paris;2002;SAGI;11;0;11;0;0;acquisition réhabilitation;;19;logement familial;654619.0318;6865185.3765;"{""coordinates"": [2.381164798149949, 48.88508346151312], ""type"": ""Point""}";48.88508346151312,2.381164798149949
