N_SQ_CA;NUMEVP;TEXTE;geo_shape;geo_point_2d
15;66;15-66;"{""coordinates"": [[[2.284590252460187, 48.83563494090815], [2.284249876339031, 48.83545872355936], [2.28425243305658, 48.83545647693088], [2.284146916990382, 48.83540254222244], [2.284142660754612, 48.83540106425876], [2.284133300352166, 48.83539705548417], [2.283661513714368, 48.835499972228895], [2.283684487001455, 48.83551291061536], [2.283688745700899, 48.835511928819585], [2.283803620549455, 48.835571559047075], [2.283875099290966, 48.83560917886885], [2.284083025408103, 48.83543644579418], [2.28430767203844, 48.835553947148156], [2.284105702104453, 48.83572949351164], [2.284341409293838, 48.83585458782836], [2.2843618322177512, 48.835865065419874], [2.284614928019101, 48.83564914392188], [2.284590252460187, 48.83563494090815]]], ""type"": ""Polygon""}";48.8356183237,2.28422428803
12;23;12-23;"{""coordinates"": [[[2.39788850113113, 48.83568013285669], [2.397874012549346, 48.83566854806374], [2.397667244695232, 48.8357696873483], [2.398453864329301, 48.836394399272535], [2.398509171392619, 48.83636542381267], [2.398575538039852, 48.83632997815524], [2.398597660392995, 48.836317952477444], [2.398647859817213, 48.836290736507856], [2.398646155059542, 48.836289472425946], [2.39859586814847, 48.83624657358544], [2.398518311805476, 48.83618394766404], [2.39850126710145, 48.83616976532934], [2.398464618455904, 48.836139926315944], [2.398395584486063, 48.83608305682299], [2.398381946917765, 48.83607161218096], [2.398350412875538, 48.83604507253762], [2.398320583186619, 48.83602113162569], [2.398281378346165, 48.8359882731202], [2.398253254278992, 48.835965525232126], [2.398248139723573, 48.835961172663126], [2.398199559951129, 48.83592080134626], [2.39819785808765, 48.83592129462872], [2.398196154872193, 48.83592178700496], [2.398171440124513, 48.83590205832527], [2.398140759917656, 48.835878047431684], [2.398063207546715, 48.83581717766652], [2.398023151620154, 48.83578537333701], [2.397983949822716, 48.835755113902145], [2.397929406479931, 48.83571186596413], [2.39788850113113, 48.83568013285669]]], ""type"": ""Polygon""}";48.836028857,2.39816053571
13;61;13-61;"{""coordinates"": [[[2.345979613652483, 48.831525609905846], [2.345702446437606, 48.83158550486046], [2.345762217320303, 48.83172111355118], [2.345643795933788, 48.8318503367986], [2.345576876231605, 48.831827996305314], [2.345551840432312, 48.83185662212341], [2.345560441192961, 48.83186025947732], [2.34566261003923, 48.831906479582685], [2.345808163374267, 48.831756471851804], [2.345840507837039, 48.831723378301696], [2.345802183582907, 48.83164504654433], [2.346015010617394, 48.83160133001998], [2.345981795789966, 48.831530514421985], [2.345979613652483, 48.831525609905846]]], ""type"": ""Polygon""}";48.8316841605,2.3457932003
15;21;15-21;"{""coordinates"": [[[2.2965721322599713, 48.83139479804274], [2.296502399230129, 48.83130056038888], [2.296474337237273, 48.831261628576435], [2.296461581406072, 48.83124483322364], [2.296396950950481, 48.83115692024917], [2.296316163138601, 48.83104869776642], [2.296312762685135, 48.83104356749794], [2.296300857723816, 48.83102712339057], [2.296292352857506, 48.83101644181117], [2.296287250253169, 48.831009343582316], [2.296284699834231, 48.83100582999839], [2.2962753454241263, 48.83099268901831], [2.295743012276457, 48.83027202493554], [2.295734508679634, 48.830260359395936], [2.295724304576991, 48.83024630498719], [2.295655329693129, 48.830268691730154], [2.296205486572462, 48.83105385740964], [2.295927886205811, 48.831136519456855], [2.295355577109701, 48.83037663664505], [2.294911071427054, 48.830516493638775], [2.2949969418702523, 48.83064951956375], [2.295012266379061, 48.83064868173878], [2.29514510859719, 48.830605664124185], [2.295231966840663, 48.830578014676604], [2.295518532930935, 48.83097267611338], [2.295608796177129, 48.83094530817408], [2.2956155978067763, 48.830956411473615], [2.295638557132552, 48.83098789448814], [2.295650463324018, 48.83100342490317], [2.295696381718317, 48.831067023170945], [2.295711687558684, 48.83108824597076], [2.295325945211292, 48.83119637058685], [2.29524941805578, 48.83108653291322], [2.295153194881421, 48.83111396798551], [2.29482156289004, 48.83065788591987], [2.294624858842818, 48.83071479067599], [2.295055146297397, 48.8312874636715], [2.295313161255479, 48.831213226939305], [2.295549553141726, 48.83154688807735], [2.296394294187015, 48.831283309368736], [2.296526940392928, 48.83148239056871], [2.29567623878015, 48.83174491428865], [2.295756180692651, 48.831845549512636], [2.2958132548134023, 48.83180454032109], [2.296583069977343, 48.831554212163226], [2.296627408548067, 48.83146907799678], [2.296601895989663, 48.83143513566797], [2.2965721322599713, 48.83139479804274]]], ""type"": ""Polygon""}";48.8310684881,2.29565719994
13;5;13-5;"{""coordinates"": [[[2.349092910581632, 48.82240307166883], [2.348850323892953, 48.82240063931982], [2.348850408833032, 48.822755923216896], [2.348652933943142, 48.82275896510314], [2.34865608560256, 48.82227052327146], [2.348591722783904, 48.8222722583326], [2.3485935496923043, 48.82280521775275], [2.348729564780143, 48.822858790809235], [2.348831701072814, 48.82283510337752], [2.348876795977767, 48.82276048734586], [2.349092910581632, 48.82240307166883]]], ""type"": ""Polygon""}";48.8225824698,2.34879643064
17;95;17-95;"{""coordinates"": [[[2.307628277885857, 48.89002998233115], [2.307646616517859, 48.89000838308016], [2.307659418235833, 48.889978667750135], [2.307681577683794, 48.889981624260265], [2.307698644040497, 48.88994790639046], [2.307692698132068, 48.889912496034654], [2.307650109451544, 48.88986457010175], [2.307619739406627, 48.88987519093425], [2.307628026818556, 48.88988548130493], [2.307634948347789, 48.88988341509949], [2.30765017331642, 48.88990346012717], [2.307625254842084, 48.88995066208414], [2.307562841412087, 48.88997260811793], [2.307568277139735, 48.8899802289827], [2.307468668969855, 48.890015052296164], [2.307462364679047, 48.89000731578624], [2.307392247923075, 48.8900323657259], [2.307383337283942, 48.89002166433956], [2.307365916875602, 48.890027437986596], [2.307365915081295, 48.890031776335796], [2.307362585444602, 48.89003807305817], [2.307354403984614, 48.890042682454656], [2.307377327975716, 48.89012390838104], [2.307382401080988, 48.89014453773648], [2.307449652212577, 48.89013233522068], [2.307446665144366, 48.89012241274384], [2.307538321619665, 48.890089501304395], [2.307532361149299, 48.890079804452924], [2.307570723958837, 48.89006646622804], [2.307603122673754, 48.890049752499756], [2.307628277885857, 48.89002998233115]]], ""type"": ""Polygon""}";48.890028614,2.30752355978
17;52;17-52;"{""coordinates"": [[[2.323441105505369, 48.89287347702919], [2.323460078512232, 48.89286780876068], [2.323496732983043, 48.89285657193788], [2.323567423500084, 48.892835441447424], [2.323489519344321, 48.892723583158165], [2.323481487663754, 48.892726190790704], [2.323442588175459, 48.89267121025439], [2.323174049976072, 48.89276069360737], [2.323172611906497, 48.89277101691874], [2.323210622335508, 48.89282281879838], [2.323191690523107, 48.892836019102376], [2.323233746386648, 48.89288728985168], [2.323244974743297, 48.89288963759257], [2.32324923634738, 48.892891043038944], [2.323257157672316, 48.892891577037815], [2.323261419751538, 48.89289242130807], [2.323265680938459, 48.89289312437917], [2.323271647904793, 48.8928935466081], [2.323276762906528, 48.892893828224175], [2.323281876571094, 48.89289368804936], [2.3232869906952542, 48.89289340758228], [2.323293809694313, 48.89289270597301], [2.323298924304248, 48.89289186343049], [2.323304039844653, 48.892890739404464], [2.323309154468905, 48.89288947597779], [2.323313416235536, 48.89288793073961], [2.323426750838701, 48.89285278341284], [2.323441105505369, 48.89287347702919]]], ""type"": ""Polygon""}";48.8927925837,2.32336385631
20;184;20-184;"{""coordinates"": [[[2.399576531985603, 48.85822630928642], [2.399550000755517, 48.85821079105821], [2.399539723191013, 48.858218428892776], [2.39950375301171, 48.85819738897427], [2.39935802930055, 48.858111740512506], [2.399371643074403, 48.858100702823656], [2.399375047847376, 48.85809880340719], [2.399346918885013, 48.85808237956523], [2.399317985658102, 48.858104034473754], [2.399182680151821, 48.858207806115466], [2.399422203577151, 48.858343689964826], [2.399450333731314, 48.85835955169948], [2.399456300446228, 48.85836313136009], [2.39960012606923, 48.85825306088692], [2.399566569103892, 48.85823372476502], [2.399576531985603, 48.85822630928642]]], ""type"": ""Polygon""}";48.8582279046,2.3993921616
14;102;14-102;"{""coordinates"": [[[2.33069843595874, 48.83121693818336], [2.331679511570798, 48.83090413963501], [2.331698165697151, 48.83092927164692], [2.331817450378326, 48.830889244160446], [2.331762500832144, 48.830823141661014], [2.331725218560985, 48.83077829202509], [2.331704762311052, 48.83075368327271], [2.33160181822642, 48.83078626791762], [2.331661476980976, 48.83087382529192], [2.3316260806546962, 48.83088524739791], [2.331504295895486, 48.83092454571826], [2.331484769507435, 48.830930790651415], [2.331416962218492, 48.830841618233244], [2.331353047226949, 48.83086236293044], [2.331328741828199, 48.8308286911892], [2.331306639342109, 48.83083653516777], [2.331258770833782, 48.83085352830516], [2.331223842262917, 48.830865967402], [2.33124674674991, 48.83089638279196], [2.331266033452203, 48.830921991480345], [2.331284957361179, 48.83091598874321], [2.331301710275589, 48.830911331019884], [2.331348184570647, 48.8309744687774], [2.331331846667624, 48.83097969363403], [2.331211325330965, 48.83101795454587], [2.331134702926033, 48.83104240723455], [2.331013129820458, 48.8310806530704], [2.330993445580623, 48.831086981581294], [2.330913358755092, 48.83097600053338], [2.330882899495725, 48.830986750326524], [2.330871307492407, 48.830969064940625], [2.330870552643794, 48.830967909518876], [2.3308118479491062, 48.830988759523464], [2.330792115512057, 48.83099576585989], [2.330780529745306, 48.83099988132221], [2.330765760462818, 48.83100526237628], [2.330861805898506, 48.83112930447499], [2.330842006714841, 48.83113567009153], [2.330716928872312, 48.83117491320832], [2.330676464481233, 48.831187608964704], [2.330682269388091, 48.8311954390207], [2.330682455070429, 48.831195512909105], [2.33069843595874, 48.83121693818336]]], ""type"": ""Polygon""}";48.8309731582,2.33125971172
17;64;17-64;"{""coordinates"": [[[2.317510355709636, 48.88436025618638], [2.31746602366403, 48.884400575930286], [2.317577648776844, 48.88444794689634], [2.31762053085345, 48.884408278059475], [2.317510355709636, 48.88436025618638]]], ""type"": ""Polygon""}";48.8844041932,2.31754342275
9;21;9-21;"{""coordinates"": [[[2.341171947200321, 48.87922317876841], [2.341182968725625, 48.879232651849755], [2.341206856406064, 48.879227686780375], [2.341259281690852, 48.879335664184836], [2.341336494727159, 48.87932149733595], [2.341321475269827, 48.879281731598994], [2.341321474504759, 48.87926971739521], [2.341333403770497, 48.87925960077254], [2.34136578472833, 48.87924688247865], [2.341348738287337, 48.879207610117014], [2.3415029750287752, 48.87917598814662], [2.341491894289217, 48.879151891600706], [2.3414424701328, 48.879162501668105], [2.341358961552186, 48.87918273952731], [2.341341066396997, 48.879186534288486], [2.341167221996363, 48.87911867445258], [2.341106479112819, 48.8791962197659], [2.341129015440404, 48.87920581198583], [2.341147645892254, 48.87921600234665], [2.341157142343299, 48.87921086815141], [2.341171947200321, 48.87922317876841]]], ""type"": ""Polygon""}";48.8792151361,2.34126973485
16;190;16-190;"{""coordinates"": [[[2.277420197017551, 48.86581638861407], [2.277433507359539, 48.865804972568675], [2.277491568244711, 48.865844273981494], [2.277502471381379, 48.86583481027762], [2.277500258188435, 48.865833291403476], [2.277545445740483, 48.86580345570631], [2.277507999095203, 48.86577161027223], [2.277500329283451, 48.865773222375054], [2.277491809443934, 48.86577420159882], [2.277487549326208, 48.865774410611785], [2.277479029705646, 48.86577419459836], [2.2773300233426212, 48.865707936416165], [2.277304433922502, 48.86573455018776], [2.2771602299198, 48.865882786357055], [2.277185358306296, 48.86589343804317], [2.277295800079005, 48.86593928478996], [2.277377550588886, 48.86585809844992], [2.277420197017551, 48.86581638861407]]], ""type"": ""Polygon""}";48.8658216655,2.27733495488
16;4;16-4;"{""coordinates"": [[[2.271573526523188, 48.86511029114164], [2.271535552911117, 48.8648347961296], [2.271489555728733, 48.86483090524843], [2.271384766633544, 48.86483414714687], [2.271109589066064, 48.86484326378483], [2.271095995103506, 48.86481592611415], [2.271064562585715, 48.86474944609241], [2.270898356691764, 48.86481258089601], [2.270742805863832, 48.8645512795577], [2.270496529655281, 48.8646088868144], [2.270766162751298, 48.864924492245315], [2.270857347265555, 48.86490122036534], [2.27098496466254, 48.865028948583735], [2.271165658692641, 48.86496153644261], [2.2712336225948, 48.86510433577623], [2.271246365697171, 48.86513033720092], [2.271573526523188, 48.86511029114164]]], ""type"": ""Polygon""}";48.8648759429,2.27107911351
20;115;20-115;"{""coordinates"": [[[2.3974957810073603, 48.85581622755076], [2.397511969512065, 48.85582106661016], [2.397525602217878, 48.85582499345155], [2.397548560434366, 48.85579245282602], [2.397221244121534, 48.85559099273658], [2.397016212037774, 48.855788521342625], [2.397144035988073, 48.855838826479655], [2.397250555046262, 48.855880782540055], [2.397282937444252, 48.85589341150936], [2.397368824548193, 48.85577891913654], [2.3974957810073603, 48.85581622755076]]], ""type"": ""Polygon""}";48.8557506098,2.39725836913
11;10;11-10;"{""coordinates"": [[[2.376395432895252, 48.8548234973897], [2.376340968119398, 48.854881336746026], [2.376279693686318, 48.85494571303187], [2.376267779927976, 48.85495864384426], [2.376197145839654, 48.85503433458594], [2.3761248075899912, 48.855111078529234], [2.376086512034889, 48.85515134871584], [2.376010769923397, 48.85523245017387], [2.375980132726256, 48.85526505912441], [2.375965666110481, 48.855280380553324], [2.375935879139189, 48.855311865241184], [2.375914603603213, 48.85533400330004], [2.375898432744798, 48.855351080356236], [2.375826946062333, 48.85542754344973], [2.3756907796273152, 48.85557217703107], [2.375654184585854, 48.85561083081323], [2.375822024941245, 48.85567041958381], [2.376007757751397, 48.855735483127695], [2.376030760773481, 48.8557433437823], [2.376143939182807, 48.85561073121303], [2.375910492373972, 48.85552397582815], [2.37587385895394, 48.85551316973267], [2.37602106776118, 48.855330452987296], [2.376354192857637, 48.85544914021822], [2.376469908851977, 48.85529580152792], [2.376366628638285, 48.85526130924008], [2.3765650843637802, 48.855019873192724], [2.376693441894701, 48.855066055297996], [2.376775418510973, 48.854963594829094], [2.376395432895252, 48.8548234973897]]], ""type"": ""Polygon""}";48.855254675,2.37621295571
